label,prob
1,0.54382324
1,0.5516271
1,0.66626316
1,0.5419361
1,0.61453456
1,0.61968833
1,0.61968833
1,0.21052977
1,0.5102987
1,0.52714723
1,0.5666126
1,0.6839937
1,0.04932477
1,0.79650503
1,0.78131837
1,0.7614796
1,0.22263649
1,0.57913154
1,0.6169353
1,0.83544135
1,0.5032158
1,0.5550777
1,0.5214983
1,0.5870258
1,0.56870615
1,0.5484934
1,0.53492206
1,0.5759249
1,0.5756765
1,0.58139735
1,0.5806774
1,0.58770704
1,0.57612556
1,0.56338775
1,0.5840384
1,0.58598405
1,0.58069915
1,0.56848663
1,0.5816954
1,0.587162
1,0.5410732
1,0.57943875
1,0.60623014
1,0.5353144
1,0.5617247
1,0.57375467
1,0.5775235
1,0.56272495
1,0.58167636
1,0.5995243
1,0.576502
1,0.5996307
1,0.5283148
1,0.5862278
1,0.5804057
1,0.5871604
1,0.57566535
1,0.5701713
1,0.5668731
1,0.5708577
1,0.5958004
1,0.5636775
1,0.5304143
1,0.5211426
1,0.51693684
1,0.62734246
1,0.7678349
1,0.61596245
1,0.5787069
1,0.24971214
1,0.6164121
1,0.8833064
1,0.55224955
1,0.5377335
1,0.6120425
1,0.56876564
1,0.51646245
1,0.9084083
1,0.7288495
1,0.8963823
1,0.6077384
1,0.6127492
1,0.77543056
1,0.58702826
1,0.54556173
1,0.59643114
1,0.56680536
1,0.59504247
1,0.5983506
1,0.56716156
1,0.57252103
1,0.53124917
1,0.8993718
1,0.53560007
1,0.75280064
1,0.5413561
1,0.5375208
1,0.07576902
1,0.7838279
1,0.78286606
1,0.6305272
1,0.0644268
1,0.679767
1,0.7589974
1,0.7919742
1,0.5878927
1,0.5437872
1,0.78755504
1,0.78960085
1,0.57288295
1,0.6760368
1,0.6856726
1,0.82519716
1,0.21052977
1,0.70037395
1,0.89259607
1,0.8895644
1,0.56230974
1,0.8216802
1,0.82445437
1,0.89994454
1,0.59527683
1,0.6189794
1,0.5139854
1,0.57035214
1,0.579769
1,0.58768314
1,0.5302553
1,0.57062113
1,0.59606755
1,0.6186122
1,0.2117051
1,0.6269447
1,0.56794584
1,0.38381773
1,0.6509959
1,0.63788253
1,0.5827693
1,0.52123255
1,0.83843035
1,0.6589706
1,0.6153197
1,0.5503349
1,0.5741964
1,0.6039345
1,0.60090655
1,0.5070326
1,0.55502343
1,0.62822104
1,0.5699699
1,0.6037618
1,0.88865423
1,0.6958853
1,0.52705616
1,0.5137542
1,0.019055767
1,0.58976424
1,0.60448736
1,0.5101529
1,0.6864497
1,0.60820043
1,0.56531006
1,0.5568724
1,0.57156026
1,0.58818537
1,0.5527563
1,0.51825833
1,0.7560553
1,0.5592573
1,0.52911925
1,0.061647233
1,0.54822946
1,0.7304745
1,0.70490724
1,0.7342138
1,0.71391803
1,0.6132578
1,0.5911028
1,0.6832988
1,0.554959
1,0.8945255
1,0.61738175
1,0.33069497
1,0.6139073
1,0.6025559
1,0.6166573
1,0.6026423
1,0.7236336
1,0.71214294
1,0.7180904
1,0.6783831
1,0.59136933
1,0.6393228
1,0.55575544
1,0.7412311
1,0.53586066
1,0.7037514
1,0.5891924
1,0.5933772
1,0.61957306
1,0.6256202
1,0.58963984
1,0.5462672
1,0.5301496
1,0.7047269
1,0.67904925
1,0.5451983
1,0.7231353
1,0.5511369
1,0.5485813
1,0.87672627
1,0.6212297
1,0.38697416
1,0.7121074
1,0.91510606
1,0.88619465
1,0.54004157
1,0.6074679
1,0.78915673
1,0.56222934
1,0.5967236
1,0.5889978
1,0.1616065
1,0.09665515
1,0.6020898
1,0.5525421
1,0.5264508
1,0.6787144
1,0.7771529
1,0.52334946
1,0.5075582
1,0.54621834
1,0.58991706
1,0.7354426
1,0.52907646
1,0.7148633
1,0.7283323
1,0.5152691
1,0.51838416
1,0.55635446
1,0.90814173
1,0.68222463
1,0.52818173
1,0.5757395
1,0.540661
1,0.5259875
1,0.7098093
1,0.52662927
1,0.5297253
1,0.61877304
1,0.66203976
1,0.7307103
1,0.73948294
1,0.52634
1,0.72675204
1,0.7042724
1,0.71995753
1,0.89061743
1,0.85855764
1,0.8928599
1,0.7501342
1,0.89274937
1,0.7145199
1,0.57609165
1,0.6059998
1,0.59255314
1,0.6361965
1,0.5213898
1,0.6038895
1,0.6567538
1,0.6211038
1,0.5290091
1,0.82346666
1,0.76521254
1,0.69999856
1,0.7426582
1,0.6440152
1,0.52388555
1,0.6725489
1,0.6720024
1,0.88613075
1,0.90766644
1,0.8921384
1,0.13285093
1,0.5659928
1,0.90223515
1,0.6233348
1,0.5252422
1,0.70695335
1,0.53809035
1,0.5613497
1,0.5454653
1,0.83106345
1,0.5638064
1,0.59894484
1,0.57483095
1,0.5457977
1,0.5946965
1,0.56750554
1,0.51415616
1,0.5086505
1,0.5840361
1,0.57022804
1,0.59414196
1,0.621866
1,0.53640175
1,0.6047539
1,0.52841926
1,0.6082551
1,0.64362943
1,0.70328397
1,0.72505105
1,0.8898707
1,0.62708175
1,0.6286034
1,0.70055497
1,0.23628768
1,0.60465217
1,0.45936814
1,0.52791935
1,0.52791935
1,0.66270304
1,0.88743323
1,0.81985694
1,0.6776973
1,0.59222245
1,0.6095945
1,0.5137701
1,0.61257356
1,0.5411109
1,0.42148727
1,0.5466452
1,0.55579704
1,0.4072162
1,0.69630927
1,0.5396802
1,0.6415296
1,0.54236776
1,0.51197696
1,0.5367552
1,0.609775
1,0.89999163
1,0.6039861
1,0.655592
1,0.6054713
1,0.6209403
1,0.66245896
1,0.62270623
1,0.6021709
1,0.753231
1,0.38039505
1,0.6429422
1,0.5399253
1,0.59192514
1,0.4464174
1,0.85401464
1,0.78297967
1,0.7504359
1,0.9059283
1,0.70617574
1,0.5235991
1,0.5314778
1,0.5389244
1,0.5249951
1,0.77578837
1,0.678239
1,0.75522304
1,0.45416838
1,0.5263653
1,0.525724
1,0.5654605
1,0.54796135
1,0.55933964
1,0.5672777
1,0.57286155
1,0.5760644
1,0.5781446
1,0.5852205
1,0.58702314
1,0.54764223
1,0.57197154
1,0.58236223
1,0.42967123
1,0.48022497
1,0.57388383
1,0.7045291
1,0.614043
1,0.5786918
1,0.5721322
1,0.73216355
1,0.5657063
1,0.61630696
1,0.5316318
1,0.73225296
1,0.89954096
1,0.75625575
1,0.5468595
1,0.8824302
1,0.88829505
1,0.8883247
1,0.89454114
1,0.89992446
1,0.8896915
1,0.90810114
1,0.8938588
1,0.90991163
1,0.906315
1,0.8916851
1,0.86205596
1,0.8878683
1,0.8958378
1,0.88819814
1,0.88197136
1,0.8972881
1,0.8856862
1,0.8914109
1,0.8946777
1,0.8791236
1,0.6019682
1,0.51462734
1,0.51244205
1,0.61380714
1,0.5529836
1,0.50729233
1,0.50699115
1,0.6464537
1,0.52725995
1,0.7135128
1,0.82067096
1,0.52813137
1,0.54162544
1,0.5607198
1,0.5458352
1,0.5918627
1,0.6812896
1,0.5351877
1,0.6703199
1,0.60526717
1,0.5732028
1,0.17546
1,0.5135711
1,0.5964485
1,0.591799
1,0.54353917
1,0.5060452
1,0.5148831
1,0.47579855
1,0.8658817
1,0.6203739
1,0.58998525
1,0.56339896
1,0.87518746
1,0.58199614
1,0.6730966
1,0.55693924
1,0.34743345
1,0.48684272
1,0.47595954
1,0.56465197
1,0.6377569
1,0.796232
1,0.54558456
1,0.5459678
1,0.6646783
1,0.72360927
1,0.69872206
1,0.5368688
1,0.68035585
1,0.59723836
1,0.8846032
1,0.8968512
1,0.5085319
1,0.54699236
1,0.2721838
1,0.20830233
1,0.80386686
1,0.8996654
1,0.89516956
1,0.5440049
1,0.50824136
1,0.58550423
1,0.6450545
1,0.88124293
1,0.60107654
1,0.61262214
1,0.6058494
1,0.61563003
1,0.58756346
1,0.5227353
1,0.5651584
1,0.5560823
1,0.51375824
1,0.70472866
1,0.6096704
1,0.0851114
1,0.88924885
1,0.9098968
1,0.89867973
1,0.6569136
1,0.66019994
1,0.505654
1,0.6203815
1,0.70545423
1,0.6246538
1,0.56195456
1,0.7056637
1,0.7234883
1,0.65935725
1,0.61032194
1,0.7138202
1,0.90330064
1,0.59977543
1,0.6206161
1,0.6108994
1,0.52032304
1,0.5857202
1,0.5984764
1,0.8816047
1,0.66009694
1,0.5762301
1,0.5750435
1,0.5953041
1,0.61036974
1,0.75848675
1,0.6267312
1,0.7203295
1,0.5361518
1,0.54638004
1,0.752505
1,0.5754843
1,0.62001526
1,0.6235609
1,0.8812118
1,0.5384055
1,0.8002372
1,0.6600352
1,0.5219494
1,0.52612853
1,0.54528046
1,0.6499085
1,0.6168498
1,0.84681153
1,0.5453584
1,0.6210754
1,0.6204834
1,0.6991734
1,0.59097475
1,0.58983666
1,0.58322054
1,0.61092097
1,0.74387795
1,0.6043265
1,0.90584534
1,0.54168165
1,0.53630126
1,0.6041937
1,0.87279636
1,0.5722482
1,0.61220866
1,0.6196176
1,0.6038139
1,0.90626305
1,0.60124433
1,0.8654886
1,0.5927714
1,0.5305617
1,0.5848384
1,0.52930516
1,0.5305185
1,0.6201948
1,0.5490762
1,0.5802608
1,0.5347209
1,0.61680394
1,0.5806584
1,0.5308593
1,0.6543854
1,0.5685118
1,0.56187797
1,0.5817986
1,0.5786765
1,0.12730566
1,0.5948531
1,0.7860626
1,0.673056
1,0.8862556
1,0.5061349
1,0.00017352909
1,0.52677745
1,0.89335567
1,0.66419005
1,0.5251132
1,0.7589414
1,0.54052144
1,0.54993975
1,0.5746972
1,0.5131308
1,0.5204031
1,0.69906753
1,0.6792364
1,0.6958898
1,0.6774584
1,0.6916655
1,0.6925493
1,0.6183785
1,0.626562
1,0.5949038
1,0.5839929
1,0.53065175
1,0.64580053
1,0.5772683
1,0.8893573
1,0.53950495
1,0.53856903
1,0.55320853
1,0.5874699
1,0.583889
1,0.5310445
1,0.51185954
1,0.62248296
1,0.5956962
1,0.5079832
1,0.59950846
1,0.6421615
1,0.6616546
1,0.66599625
1,0.6457073
1,0.5218765
1,0.89291227
1,0.622954
1,0.56690216
1,0.59971017
1,0.5913729
1,0.71818775
1,0.5202191
1,0.5945141
1,0.73592764
1,0.5253999
1,0.60629594
1,0.5234132
1,0.63213223
1,0.80936456
1,0.61388594
1,0.88211894
1,0.5906396
1,0.6799491
1,0.24154478
1,0.592248
1,0.52966744
1,0.529142
1,0.6856435
1,0.5102748
1,0.61420417
1,0.8113241
1,0.9036712
1,0.7921767
1,0.647568
1,0.5258875
1,0.50009453
1,0.63629603
1,0.6216702
1,0.60820025
1,0.52221847
1,0.6044136
1,0.5695187
1,0.75206065
1,0.5599341
1,0.6457736
1,0.55595917
1,0.5642319
1,0.5777626
1,0.5562348
1,0.55998963
1,0.5229983
1,0.55858195
1,0.53065753
1,0.56037897
1,0.6297466
1,0.56800526
1,0.55307996
1,0.64188564
1,0.53743345
1,0.25684702
1,0.56334555
1,0.2332216
1,0.8193103
1,0.56015724
1,0.5958939
1,0.121303745
1,0.5531112
1,0.55616105
1,0.61708754
1,0.6118497
1,0.61068195
1,0.6124912
1,0.61218053
1,0.6406378
1,0.88248837
1,0.8904931
1,0.59116805
1,0.5350848
1,0.5298821
1,0.53999436
1,0.53645104
1,0.89860994
1,0.58951974
1,0.57697666
1,0.70100397
1,0.7787999
1,0.5300134
1,0.047207262
1,0.52508074
1,0.8069233
1,0.61010927
1,0.56201744
1,0.5350121
1,0.62280667
1,0.58343047
1,0.52116865
1,0.5971318
1,0.589168
1,0.5920589
1,0.5464978
1,0.57447714
1,0.89835924
1,0.79520816
1,0.89720803
1,0.5736703
1,0.20227931
1,0.5513991
1,0.5570982
1,0.6596988
1,0.75035906
1,0.5780907
1,0.5813502
1,0.4733032
1,0.5769541
1,0.5502724
1,0.5393748
1,0.5523093
1,0.5762661
1,0.54649556
1,0.5633238
1,0.5241975
1,0.6194267
1,0.54666376
1,0.5992726
1,0.60100484
1,0.6122624
1,0.52227783
1,0.6076383
1,0.59054834
1,0.5842374
1,0.8185076
1,0.6110729
1,0.6031474
1,0.60072345
1,0.59605324
1,0.55434155
1,0.90202355
1,0.49603403
1,0.5775074
1,0.6174845
1,0.61871284
1,0.64766866
1,0.60388047
1,0.56477404
1,0.5575217
1,0.76098377
1,0.7843237
1,0.5710545
1,0.54776555
1,0.5926692
1,0.58478177
1,0.7375835
1,0.5184259
1,0.5234893
1,0.5324471
1,0.5406828
1,0.38719007
1,0.76430905
1,0.57050616
1,0.33851463
1,0.6008021
1,0.62793744
1,0.6155484
1,0.62184405
1,0.6012743
1,0.70895237
1,0.55386055
1,0.90191495
1,0.5339547
1,0.58774006
1,0.2333899
1,0.6129992
1,0.5645165
1,0.13410081
1,0.59224355
1,0.5715374
1,0.5697965
1,0.7453993
1,0.62987375
1,0.61085796
1,0.73722845
1,0.6322009
1,0.8811052
1,0.8845591
1,0.54881483
1,0.613638
1,0.61563635
1,0.5318291
1,0.896654
1,0.59467113
1,0.5725574
1,0.7923174
1,0.63005
1,0.61776555
1,0.621653
1,0.5235885
1,0.5141251
1,0.5196385
1,0.5339699
1,0.61160904
1,0.71162796
1,0.8033452
1,0.5891348
1,0.52302146
1,0.7644521
1,0.6055746
1,0.71078193
1,0.6961594
1,0.5190825
1,0.54449224
1,0.5460096
1,0.52263695
1,0.5368256
1,0.6753199
1,0.55550563
1,0.55489653
1,0.79329157
1,0.7689648
1,0.78202575
1,0.5559945
1,0.5589973
1,0.5705642
1,0.5493414
1,0.55856746
1,0.5592918
1,0.5594941
1,0.5522882
1,0.5656202
1,0.5632154
1,0.79434544
1,0.897534
1,0.6561497
1,0.5760381
1,0.870163
1,0.54666924
1,0.5466376
1,0.6986397
1,0.59977734
1,0.90123856
1,0.59494865
1,0.5916728
1,0.6147307
1,0.6138987
1,0.5743307
1,0.5801638
1,0.56893015
1,0.3731645
1,0.6283479
1,0.5398057
1,0.5949152
1,0.58974105
1,0.21677874
1,0.53684485
1,0.69471544
1,0.50902534
1,0.50961894
1,0.50108474
1,0.51546484
1,0.5164408
1,0.51293445
1,0.49629262
1,0.50564206
1,0.5230986
1,0.52457786
1,0.5140884
1,0.5183726
1,0.5247294
1,0.5191218
1,0.5240776
1,0.5187576
1,0.51536053
1,0.52462816
1,0.52444375
1,0.52103865
1,0.51936823
1,0.52415264
1,0.5130337
1,0.5180313
1,0.5160542
1,0.50474817
1,0.5049766
1,0.50305134
1,0.5083816
1,0.50626844
1,0.5113809
1,0.510751
1,0.5069273
1,0.50543654
1,0.5023261
1,0.50561327
1,0.50335443
1,0.47456872
1,0.7623845
1,0.50715643
1,0.72421944
1,0.6298568
1,0.6806736
1,0.68207127
1,0.6597401
1,0.7962718
1,0.88663846
1,0.8886503
1,0.74748653
1,0.7810935
1,0.7352569
1,0.8544948
1,0.5198018
1,0.5205934
1,0.51492023
1,0.5186963
1,0.44356686
1,0.51981634
1,0.5211951
1,0.52007854
1,0.51515543
1,0.5233613
1,0.5228601
1,0.51424515
1,0.51875865
1,0.5185203
1,0.52171814
1,0.51983666
1,0.5121025
1,0.52177113
1,0.5133159
1,0.51995814
1,0.51943094
1,0.5196059
1,0.5198842
1,0.5197414
1,0.5348228
1,0.8908167
1,0.52884835
1,0.52468026
1,0.5244332
1,0.67450625
1,0.6726177
1,0.5197964
1,0.5423664
1,0.5148425
1,0.55375546
1,0.84534997
1,0.8896371
1,0.6661172
1,0.6689728
1,0.6960083
1,0.6993363
1,0.724299
1,0.537252
1,0.53601927
1,0.52983326
1,0.53411394
1,0.5345979
1,0.67598057
1,0.5195757
1,0.544282
1,0.62510353
1,0.5149087
1,0.5932492
1,0.5805164
1,0.6157378
1,0.6768637
1,0.5875706
1,0.6191214
1,0.5342213
1,0.49056372
1,0.51926965
1,0.51926965
1,0.5191116
1,0.5193018
1,0.51926965
1,0.51910686
1,0.5191162
1,0.5192078
1,0.51921815
1,0.5192387
1,0.5193332
1,0.5192078
1,0.5192078
1,0.5192078
1,0.5193332
1,0.51924527
1,0.51924396
1,0.51924527
1,0.5191882
1,0.51924527
1,0.51924527
1,0.5194276
1,0.5196604
1,0.51920485
1,0.51920485
1,0.51920485
1,0.51920485
1,0.51920485
1,0.51932997
1,0.62566525
1,0.56321704
1,0.0056130085
1,0.6529688
1,0.66508794
1,0.65443754
1,0.64219147
1,0.6066177
1,0.60622543
1,0.59919256
1,0.5993962
1,0.599273
1,0.59089744
1,0.61004955
1,0.5242605
1,0.786644
1,0.7756659
1,0.79281616
1,0.7678004
1,0.7580997
1,0.48413092
1,0.07226218
1,0.61962706
1,0.62103903
1,0.6160573
1,0.62511045
1,0.6247998
1,0.61525315
1,0.6205507
1,0.6193721
1,0.6308497
1,0.7113765
1,0.52136934
1,0.5223766
1,0.5231781
1,0.26239234
1,0.34899354
1,0.28767735
1,0.0749861
1,0.610312
1,0.63009524
1,0.62413883
1,0.6261892
1,0.6151957
1,0.6258476
1,0.62591994
1,0.6234187
1,0.6307705
1,0.6278603
1,0.6156089
1,0.6211511
1,0.6197014
1,0.6215859
1,0.6179478
1,0.6172829
1,0.623391
1,0.6164099
1,0.62647146
1,0.5761166
1,0.6212963
1,0.61212707
1,0.6286962
1,0.62070775
1,0.6313292
1,0.24858335
1,0.23121962
1,0.62457854
1,0.62252325
1,0.5421659
1,0.6242054
1,0.586844
1,0.60538095
1,0.6067806
1,0.532754
1,0.5314297
1,0.62402755
1,0.6148492
1,0.6842351
1,0.6693381
1,0.68148774
1,0.6789086
1,0.67914397
1,0.68139184
1,0.6849373
1,0.6783342
1,0.668719
1,0.66768396
1,0.6848052
1,0.6869068
1,0.68332475
1,0.6867781
1,0.6757789
1,0.6841287
1,0.68494153
1,0.6863275
1,0.68357843
1,0.6771138
1,0.6864353
1,0.67553675
1,0.68110085
1,0.6824539
1,0.6849638
1,0.69533306
1,0.67862916
1,0.5229685
1,0.5221507
1,0.5223126
1,0.52200115
1,0.5198364
1,0.65264076
1,0.62234473
1,0.5247873
1,0.5368506
1,0.6217353
1,0.6217264
1,0.8909609
1,0.89784867
1,0.8932345
1,0.89312273
1,0.91298157
1,0.8911635
1,0.62923366
1,0.52262497
1,0.535204
1,0.9078368
1,0.58903885
1,0.88136655
1,0.88187885
1,0.52064306
1,0.6292538
1,0.6106213
1,0.6098503
1,0.68690974
1,0.70668906
1,0.6139201
1,0.52956176
1,0.55334264
1,0.5369882
1,0.5304988
1,0.5697127
1,0.5686466
1,0.52607477
1,0.53211063
1,0.72686183
1,0.60409534
1,0.52016556
1,0.21878324
1,0.6920034
1,0.550549
1,0.5574616
1,0.55722576
1,0.549718
1,0.6284409
1,0.6308347
1,0.59219205
1,0.53435224
1,0.8997175
1,0.6405174
1,0.5139929
1,0.5361179
1,0.51434416
1,0.520533
1,0.4900181
1,0.41809526
1,0.23506035
1,0.0797945
1,0.54121953
1,0.68224126
1,0.71842265
1,0.7189736
1,0.67524934
1,0.5361104
1,0.50154436
1,0.6154366
1,0.574217
1,0.7687653
1,0.793532
1,0.5349616
1,0.7325
1,0.7013097
1,0.6877011
1,0.7408513
1,0.72214234
1,0.7225044
1,0.78402954
1,0.72989607
1,0.78225195
1,0.53008914
1,0.67872185
1,0.53653413
1,0.5401135
1,0.5307801
1,0.5324745
1,0.5308529
1,0.5377298
1,0.45531565
1,0.6380811
1,0.6380422
1,0.6325525
1,0.6138594
1,0.6249367
1,0.8837717
1,0.88522315
1,0.86087954
1,0.88939536
1,0.8845659
1,0.8839251
1,0.88439995
1,0.89177376
1,0.868706
1,0.8847559
1,0.8836908
1,0.87021655
1,0.88481665
1,0.59509414
1,0.5313903
1,0.5314233
1,0.6130334
1,0.7841391
1,0.78544587
1,0.78481144
1,0.6364214
1,0.63823295
1,0.54009223
1,0.498839
1,0.50128406
1,0.5250131
1,0.81451297
1,0.042861067
1,0.5864567
1,0.5461701
1,0.58162874
1,0.49949184
1,0.49387053
1,0.66765994
1,0.71148133
1,0.8388621
1,0.8382779
1,0.8415412
1,0.8422964
1,0.8431891
1,0.53302234
1,0.5332146
1,0.53049743
1,0.5359417
1,0.5788881
1,0.5827298
1,0.568338
1,0.5202297
1,0.7018118
1,0.7029959
1,0.7670903
1,0.6292337
1,0.71214294
1,0.68204576
1,0.67922264
1,0.5817133
1,0.59375733
1,0.5467316
1,0.55623835
1,0.5175589
1,0.6455468
1,0.697017
1,0.7834023
1,0.83820015
1,0.62417763
1,0.57027006
1,0.6228419
1,0.62891465
1,0.6248593
1,0.627354
1,0.6165022
1,0.6199631
1,0.5495356
1,0.7717184
1,0.5144739
1,0.5304251
1,0.5310822
1,0.53314364
1,0.5183851
1,0.5292072
1,0.53241533
1,0.53203493
1,0.53023076
1,0.48815173
1,0.5272107
1,0.52659434
1,0.5302104
1,0.53305244
1,0.53832346
1,0.5306915
1,0.5352196
1,0.52887714
1,0.5147164
1,0.5320335
1,0.53668976
1,0.52524173
1,0.5277881
1,0.52594936
1,0.7900153
1,0.81562936
1,0.57662326
1,0.5564912
1,0.5628171
1,0.8199981
1,0.0059274994
1,0.003346232
1,0.642051
1,0.5621376
1,0.5339424
1,0.07799547
1,0.5837652
1,0.5711713
1,0.0055814865
1,0.010087739
1,0.041293256
1,0.81779265
1,0.74670506
1,0.79678714
1,0.620087
1,0.035458695
1,0.8893549
1,0.8814249
1,0.87815946
1,0.60335636
1,0.71617204
1,0.6227053
1,0.62222856
1,0.61513144
1,0.06254013
1,0.61972153
1,0.6140791
1,0.63931596
1,0.5571946
1,0.5552182
1,0.5974004
1,0.74646354
1,0.56143695
1,0.62538695
1,0.62167007
1,0.61705744
1,0.6252575
1,0.6093638
1,0.54941654
1,0.6260266
1,0.62531894
1,0.7532202
1,0.8942465
1,0.52845055
1,0.87594867
1,0.8256273
1,0.8417943
1,0.8631422
1,0.74597734
1,0.5241975
1,0.52911925
1,0.5139854
1,0.55386055
1,0.5415087
1,0.58817005
1,0.58808297
1,0.58817196
1,0.588079
1,0.5878766
1,0.5874567
1,0.5913439
1,0.5877594
1,0.5202191
1,0.52013904
1,0.5199574
1,0.52060074
1,0.52025586
1,0.5648508
1,0.52677745
1,0.59222245
1,0.59475255
1,0.5552182
1,0.53569376
1,0.7644521
1,0.7453993
1,0.5564912
1,0.54941654
1,0.6248593
1,0.62538695
1,0.620087
1,0.62846154
1,0.627354
1,0.6165022
1,0.6199631
1,0.62531894
1,0.62167007
1,0.61705744
1,0.6093638
1,0.6252575
1,0.6260266
1,0.63931596
1,0.6140791
1,0.61513144
1,0.041293256
1,0.010087739
1,0.002430359
1,0.035458695
1,0.0059274994
1,0.0055814865
1,0.90766644
1,0.8921384
1,0.71617204
1,0.60335636
1,0.7288495
1,0.70037395
1,0.6720024
1,0.5339424
1,0.74670506
1,0.81779265
1,0.79678714
1,0.60265
1,0.66599625
1,0.5183851
1,0.34282225
1,0.33124816
1,0.32866368
1,0.56143695
1,0.13359736
1,0.5715374
1,0.6083871
1,0.75522304
1,0.6194267
1,0.554959
1,0.5933772
1,0.53065753
1,0.53351676
1,0.5298821
1,0.53399223
1,0.53214586
1,0.76098377
1,0.7843237
1,0.58478177
1,0.5685118
1,0.5396802
1,0.55224955
1,0.5711713
1,0.5621376
1,0.52419907
1,0.6155484
1,0.8893549
1,0.8814249
1,0.87815946
1,0.5454653
1,0.74646354
1,0.5571946
1,0.7501342
1,0.66203976
1,0.6776973
1,0.64362943
1,0.7307103
1,0.73948294
1,0.69999856
1,0.7145199
1,0.62815744
1,0.60100484
1,0.5361518
1,0.52606136
1,0.88743323
1,0.7476186
1,0.89994454
1,0.5628171
1,0.53346324
1,0.5227353
1,0.5277881
1,0.52594936
1,0.52524173
1,0.5144739
1,0.53668976
1,0.53203493
1,0.53305244
1,0.5272107
1,0.5320335
1,0.5306915
1,0.53023076
1,0.53314364
1,0.5292072
1,0.5304251
1,0.5302104
1,0.53241533
1,0.5310822
1,0.53832346
1,0.5352196
1,0.52659434
1,0.52887714
1,0.5376754
1,0.6025412
1,0.5699574
1,0.57021344
1,0.56963825
1,0.6012493
1,0.59827024
1,0.5987374
1,0.59891766
1,0.5914618
1,0.5923498
1,0.5926692
1,0.570786
1,0.6181514
1,0.59527683
1,0.60820043
1,0.59777516
1,0.609775
1,0.5147164
1,0.5142237
1,0.48815173
1,0.5313654
1,0.5454291
1,0.5472813
1,0.53779846
1,0.5077265
1,0.60107654
1,0.5956962
1,0.2333899
1,0.5802608
1,0.5490762
1,0.5347209
1,0.5878927
1,0.5437872
1,0.59468967
1,0.6055746
1,0.58969706
1,0.5925306
1,0.6037618
1,0.6127492
1,0.6077384
1,0.61871284
1,0.52377576
1,0.56477404
1,0.7375835
1,0.61262214
1,0.6058494
1,0.52705616
1,0.5137542
1,0.9059283
1,0.5495356
1,0.81562936
1,0.57662326
1,0.62432563
1,0.7900153
1,0.6183785
1,0.8199981
1,0.5974004
1,0.38697416
1,0.40153068
1,0.5837652
1,0.5911028
1,0.64188564
0,0.50459945
0,0.00057064905
0,0.40966088
0,0.48132586
0,0.60205215
0,0.005779537
0,0.45869893
0,0.0007367616
0,0.06352913
0,0.013531729
0,0.11163875
0,0.45340392
0,0.4402476
0,0.50896585
0,0.0996213
0,0.53219414
0,0.008969668
0,0.079902664
0,0.00041722227
0,0.52599
0,0.41304472
0,0.0071061687
0,0.0014821761
0,0.0068949447
0,0.5905298
0,0.040961787
0,0.51790494
0,0.56807864
0,0.5341404
0,0.030438334
0,0.0131419655
0,0.5256187
0,0.7613553
0,0.6988041
0,0.01163267
0,0.0013190033
0,0.58964765
0,0.12577905
0,0.031921584
0,0.5520284
0,0.5850169
0,0.18036503
0,0.5182402
0,0.01218645
0,0.0032548746
0,0.25311837
0,0.034855388
0,0.010450697
0,0.015633754
0,0.7579596
0,0.00015105374
0,0.29736194
